ENSP00000000233	ARF5	DOID:535	Sleep disorder	TIGA	MeanRankScore = 12	0.628
ENSP00000011473	SYPL1	DOID:0060224	Atrial fibrillation	TIGA	MeanRankScore = 18	0.717
ENSP00000011619	RANBP9	DOID:3459	Breast carcinoma	TIGA	MeanRankScore = 12	0.627
ENSP00000011653	CD4	DOID:535	Sleep disorder	TIGA	MeanRankScore = 83	1.770
ENSP00000012049	QPCTL	DOID:114	Heart disease	TIGA	MeanRankScore = 8	0.575
ENSP00000012049	QPCTL	DOID:3083	Chronic obstructive pulmonary disease	TIGA	MeanRankScore = 92	1.933
ENSP00000012049	QPCTL	DOID:5844	Myocardial infarction	TIGA	MeanRankScore = 27	0.862
ENSP00000012443	PPP5C	DOID:8778	Crohn's disease	TIGA	MeanRankScore = 23	0.796
ENSP00000013125	MAP4K5	DOID:3083	Chronic obstructive pulmonary disease	TIGA	MeanRankScore = 19	0.736
ENSP00000013222	INMT	DOID:585	Nephrolithiasis	TIGA	MeanRankScore = 35	0.984
ENSP00000014914	GPRC5A	DOID:8923	Skin melanoma	TIGA	MeanRankScore = 67	1.491
ENSP00000016171	COX15	DOID:535	Sleep disorder	TIGA	MeanRankScore = 14	0.655
ENSP00000025301	AKAP11	DOID:4481	Allergic rhinitis	TIGA	MeanRankScore = 48	1.191
ENSP00000025301	AKAP11	DOID:585	Nephrolithiasis	TIGA	MeanRankScore = 51	1.232
ENSP00000025301	AKAP11	DOID:8778	Crohn's disease	TIGA	MeanRankScore = 27	0.864
ENSP00000026218	PIGQ	DOID:535	Sleep disorder	TIGA	MeanRankScore = 86	1.830
ENSP00000027335	CDH17	DOID:114	Heart disease	TIGA	MeanRankScore = 9	0.592
ENSP00000033079	FAM13B	DOID:0060224	Atrial fibrillation	TIGA	MeanRankScore = 97	2.029
ENSP00000033079	FAM13B	DOID:6713	Cerebrovascular disease	TIGA	MeanRankScore = 84	1.792
ENSP00000035307	CHPF2	DOID:9538	Multiple myeloma	TIGA	MeanRankScore = 55	1.309
ENSP00000037243	GABARAPL2	DOID:1094	Attention deficit hyperactivity disorder	TIGA	MeanRankScore = 67	1.498
ENSP00000037243	GABARAPL2	DOID:8936	Plantar fascial fibromatosis	TIGA	MeanRankScore = 54	1.280
ENSP00000037502	MYOC	DOID:6713	Cerebrovascular disease	TIGA	MeanRankScore = 74	1.617
ENSP00000040584	HOXC8	DOID:0050801	Androgenic alopecia	TIGA	MeanRankScore = 43	1.115
ENSP00000040584	HOXC8	DOID:289	Endometriosis	TIGA	MeanRankScore = 35	0.980
ENSP00000040584	HOXC8	DOID:3083	Chronic obstructive pulmonary disease	TIGA	MeanRankScore = 44	1.130
ENSP00000044462	PSMA4	DOID:0050742	Nicotine dependence	TIGA	MeanRankScore = 98	2.041
ENSP00000044462	PSMA4	DOID:0050830	Peripheral artery disease	TIGA	MeanRankScore = 66	1.487
ENSP00000044462	PSMA4	DOID:0060041	Autism spectrum disorder	TIGA	MeanRankScore = 56	1.312
ENSP00000044462	PSMA4	DOID:10941	Intracranial aneurysm	TIGA	MeanRankScore = 39	1.042
ENSP00000044462	PSMA4	DOID:3083	Chronic obstructive pulmonary disease	TIGA	MeanRankScore = 99	2.055
ENSP00000044462	PSMA4	DOID:3905	Lung carcinoma	TIGA	MeanRankScore = 99	2.064
ENSP00000044462	PSMA4	DOID:3907	Lung squamous cell carcinoma	TIGA	MeanRankScore = 84	1.786
ENSP00000044462	PSMA4	DOID:3908	Lung non-small cell carcinoma	TIGA	MeanRankScore = 91	1.919
ENSP00000044462	PSMA4	DOID:3910	Lung adenocarcinoma	TIGA	MeanRankScore = 85	1.802
ENSP00000044462	PSMA4	DOID:5409	Lung small cell carcinoma	TIGA	MeanRankScore = 79	1.695
ENSP00000044462	PSMA4	DOID:6132	Bronchitis	TIGA	MeanRankScore = 38	1.036
ENSP00000044462	PSMA4	DOID:7693	Abdominal aortic aneurysm	TIGA	MeanRankScore = 35	0.984
ENSP00000045083	RIPOR3	DOID:12306	Vitiligo	TIGA	MeanRankScore = 8	0.573
ENSP00000045083	RIPOR3	DOID:2513	Basal cell carcinoma	TIGA	MeanRankScore = 18	0.722
ENSP00000045083	RIPOR3	DOID:9256	Colorectal cancer	TIGA	MeanRankScore = 10	0.600
ENSP00000046087	ZPBP	DOID:0050589	Inflammatory bowel disease	TIGA	MeanRankScore = 65	1.461
ENSP00000046087	ZPBP	DOID:2513	Basal cell carcinoma	TIGA	MeanRankScore = 37	1.013
ENSP00000046087	ZPBP	DOID:8577	Ulcerative colitis	TIGA	MeanRankScore = 31	0.925
ENSP00000046087	ZPBP	DOID:8778	Crohn's disease	TIGA	MeanRankScore = 50	1.226
ENSP00000046794	LCP2	DOID:3083	Chronic obstructive pulmonary disease	TIGA	MeanRankScore = 28	0.882
ENSP00000053243	TNFRSF17	DOID:5517	Stomach carcinoma	TIGA	MeanRankScore = 54	1.290
ENSP00000054650	THAP3	DOID:1094	Attention deficit hyperactivity disorder	TIGA	MeanRankScore = 35	0.985
ENSP00000054666	VAMP3	DOID:535	Sleep disorder	TIGA	MeanRankScore = 19	0.742
ENSP00000054666	VAMP3	DOID:8778	Crohn's disease	TIGA	MeanRankScore = 42	1.095
ENSP00000054668	UTS2	DOID:535	Sleep disorder	TIGA	MeanRankScore = 19	0.742
ENSP00000054668	UTS2	DOID:7148	Rheumatoid arthritis	TIGA	MeanRankScore = 9	0.578
ENSP00000054668	UTS2	DOID:8577	Ulcerative colitis	TIGA	MeanRankScore = 85	1.801
ENSP00000054668	UTS2	DOID:8778	Crohn's disease	TIGA	MeanRankScore = 57	1.337
ENSP00000054950	RCN1	DOID:289	Endometriosis	TIGA	MeanRankScore = 28	0.882
ENSP00000056217	ARHGEF5	DOID:10286	Prostate carcinoma	TIGA	MeanRankScore = 66	1.488
ENSP00000056217	ARHGEF5	DOID:3459	Breast carcinoma	TIGA	MeanRankScore = 69	1.524
ENSP00000056217	ARHGEF5	DOID:4001	Ovarian carcinoma	TIGA	MeanRankScore = 66	1.488
ENSP00000061240	TLL1	DOID:684	Hepatocellular carcinoma	TIGA	MeanRankScore = 43	1.114
ENSP00000064724	CLDN11	DOID:10286	Prostate carcinoma	TIGA	MeanRankScore = 94	1.966
ENSP00000064778	FAM168A	DOID:1094	Attention deficit hyperactivity disorder	TIGA	MeanRankScore = 15	0.672
ENSP00000064778	FAM168A	DOID:3083	Chronic obstructive pulmonary disease	TIGA	MeanRankScore = 79	1.701
ENSP00000064780	RELT	DOID:3083	Chronic obstructive pulmonary disease	TIGA	MeanRankScore = 79	1.701
ENSP00000070846	PKP2	DOID:0060224	Atrial fibrillation	TIGA	MeanRankScore = 90	1.899
ENSP00000075503	STYK1	DOID:114	Heart disease	TIGA	MeanRankScore = 8	0.570
ENSP00000078445	CREB3L3	DOID:1040	Chronic lymphocytic leukemia	TIGA	MeanRankScore = 6	0.532
ENSP00000080059	HDAC7	DOID:0050589	Inflammatory bowel disease	TIGA	MeanRankScore = 36	1.002
ENSP00000080059	HDAC7	DOID:14268	Sclerosing cholangitis	TIGA	MeanRankScore = 43	1.115
ENSP00000080059	HDAC7	DOID:2513	Basal cell carcinoma	TIGA	MeanRankScore = 36	0.997
ENSP00000080059	HDAC7	DOID:2841	Asthma	TIGA	MeanRankScore = 81	1.741
ENSP00000084798	CA11	DOID:0060262	Gallbladder disease	TIGA	MeanRankScore = 85	1.809
ENSP00000084798	CA11	DOID:0080208	non-alcoholic fatty liver disease	TIGA	MeanRankScore = 21	0.770
ENSP00000084798	CA11	DOID:1094	Attention deficit hyperactivity disorder	TIGA	MeanRankScore = 14	0.655
ENSP00000084798	CA11	DOID:13241	Behcet's disease	TIGA	MeanRankScore = 48	1.187
ENSP00000084798	CA11	DOID:8778	Crohn's disease	TIGA	MeanRankScore = 89	1.882
ENSP00000084798	CA11	DOID:9256	Colorectal cancer	TIGA	MeanRankScore = 49	1.201
ENSP00000085068	ISOC2	DOID:8398	Osteoarthritis	TIGA	MeanRankScore = 69	1.529
ENSP00000155840	KCNQ1	DOID:13189	Gout	TIGA	MeanRankScore = 47	1.176
ENSP00000155840	KCNQ1	DOID:9351	Diabetes mellitus	TIGA	MeanRankScore = 35	0.986
ENSP00000155858	TRPM5	DOID:418	Systemic scleroderma	TIGA	MeanRankScore = 15	0.675
ENSP00000155926	TRIB2	DOID:1459	Hypothyroidism	TIGA	MeanRankScore = 86	1.817
ENSP00000155926	TRIB2	DOID:7188	Autoimmune thyroiditis	TIGA	MeanRankScore = 81	1.742
ENSP00000157812	PSMC4	DOID:8567	Hodgkin's lymphoma	TIGA	MeanRankScore = 52	1.259
ENSP00000158762	ACAP1	DOID:13223	Uterine fibroid	TIGA	MeanRankScore = 55	1.300
ENSP00000158762	ACAP1	DOID:1459	Hypothyroidism	TIGA	MeanRankScore = 73	1.604
ENSP00000158762	ACAP1	DOID:178	Vascular disease	TIGA	MeanRankScore = 6	0.533
ENSP00000158762	ACAP1	DOID:7188	Autoimmune thyroiditis	TIGA	MeanRankScore = 73	1.604
ENSP00000159087	ANO8	DOID:0060076	estrogen-receptor negative breast cancer	TIGA	MeanRankScore = 96	2.012
ENSP00000159087	ANO8	DOID:0060081	triple-receptor negative breast cancer	TIGA	MeanRankScore = 45	1.141
ENSP00000159087	ANO8	DOID:3459	Breast carcinoma	TIGA	MeanRankScore = 98	2.037
ENSP00000159087	ANO8	DOID:4001	Ovarian carcinoma	TIGA	MeanRankScore = 93	1.957
ENSP00000159087	ANO8	DOID:7148	Rheumatoid arthritis	TIGA	MeanRankScore = 87	1.841
ENSP00000159111	KDM4B	DOID:1094	Attention deficit hyperactivity disorder	TIGA	MeanRankScore = 49	1.214
ENSP00000159111	KDM4B	DOID:114	Heart disease	TIGA	MeanRankScore = 7	0.550
ENSP00000159111	KDM4B	DOID:535	Sleep disorder	TIGA	MeanRankScore = 77	1.663
ENSP00000160262	ICAM3	DOID:0050589	Inflammatory bowel disease	TIGA	MeanRankScore = 70	1.554
ENSP00000160262	ICAM3	DOID:12236	Primary biliary cholangitis	TIGA	MeanRankScore = 82	1.754
ENSP00000160262	ICAM3	DOID:1459	Hypothyroidism	TIGA	MeanRankScore = 75	1.639
ENSP00000160262	ICAM3	DOID:676	Juvenile rheumatoid arthritis	TIGA	MeanRankScore = 58	1.355
ENSP00000160262	ICAM3	DOID:7147	Ankylosing spondylitis	TIGA	MeanRankScore = 54	1.287
ENSP00000160262	ICAM3	DOID:7148	Rheumatoid arthritis	TIGA	MeanRankScore = 93	1.956
ENSP00000160262	ICAM3	DOID:7188	Autoimmune thyroiditis	TIGA	MeanRankScore = 63	1.433
ENSP00000160262	ICAM3	DOID:8577	Ulcerative colitis	TIGA	MeanRankScore = 55	1.301
ENSP00000160262	ICAM3	DOID:8778	Crohn's disease	TIGA	MeanRankScore = 68	1.518
ENSP00000160262	ICAM3	DOID:8893	Psoriasis	TIGA	MeanRankScore = 97	2.027
ENSP00000160262	ICAM3	DOID:9008	Psoriatic arthritis	TIGA	MeanRankScore = 73	1.600
ENSP00000160373	CTTNBP2	DOID:1094	Attention deficit hyperactivity disorder	TIGA	MeanRankScore = 70	1.550
ENSP00000160373	CTTNBP2	DOID:114	Heart disease	TIGA	MeanRankScore = 25	0.829
ENSP00000160373	CTTNBP2	DOID:1595	Endogenous depression	TIGA	MeanRankScore = 95	1.991
ENSP00000160373	CTTNBP2	DOID:4914	Esophagus adenocarcinoma	TIGA	MeanRankScore = 49	1.214
ENSP00000160373	CTTNBP2	DOID:535	Sleep disorder	TIGA	MeanRankScore = 12	0.627
ENSP00000160373	CTTNBP2	DOID:9206	Barrett's esophagus	TIGA	MeanRankScore = 49	1.214
ENSP00000160382	ACTL6B	DOID:0050589	Inflammatory bowel disease	TIGA	MeanRankScore = 21	0.769
ENSP00000160382	ACTL6B	DOID:7188	Autoimmune thyroiditis	TIGA	MeanRankScore = 46	1.156
ENSP00000160827	KIF22	DOID:535	Sleep disorder	TIGA	MeanRankScore = 15	0.675
ENSP00000162749	TNFRSF1A	DOID:0050860	Colorectal adenoma	TIGA	MeanRankScore = 39	1.056
ENSP00000162749	TNFRSF1A	DOID:10608	Celiac disease	TIGA	MeanRankScore = 9	0.592
ENSP00000162749	TNFRSF1A	DOID:12236	Primary biliary cholangitis	TIGA	MeanRankScore = 90	1.897
ENSP00000162749	TNFRSF1A	DOID:7147	Ankylosing spondylitis	TIGA	MeanRankScore = 54	1.287
ENSP00000162749	TNFRSF1A	DOID:8778	Crohn's disease	TIGA	MeanRankScore = 40	1.067
ENSP00000162749	TNFRSF1A	DOID:9256	Colorectal cancer	TIGA	MeanRankScore = 39	1.056
ENSP00000164024	CELSR3	DOID:0050589	Inflammatory bowel disease	TIGA	MeanRankScore = 74	1.617
ENSP00000164024	CELSR3	DOID:1595	Endogenous depression	TIGA	MeanRankScore = 62	1.414
ENSP00000164024	CELSR3	DOID:535	Sleep disorder	TIGA	MeanRankScore = 34	0.975
ENSP00000164024	CELSR3	DOID:5844	Myocardial infarction	TIGA	MeanRankScore = 12	0.627
ENSP00000164024	CELSR3	DOID:8577	Ulcerative colitis	TIGA	MeanRankScore = 61	1.402
ENSP00000164024	CELSR3	DOID:8778	Crohn's disease	TIGA	MeanRankScore = 40	1.067
ENSP00000164139	PYGM	DOID:1094	Attention deficit hyperactivity disorder	TIGA	MeanRankScore = 37	1.015
ENSP00000164139	PYGM	DOID:13189	Gout	TIGA	MeanRankScore = 63	1.435
ENSP00000165524	PRLH	DOID:10286	Prostate carcinoma	TIGA	MeanRankScore = 82	1.755
ENSP00000167588	KRT20	DOID:8567	Hodgkin's lymphoma	TIGA	MeanRankScore = 53	1.272
ENSP00000169298	ST6GAL1	DOID:1107	Esophageal carcinoma	TIGA	MeanRankScore = 76	1.655
ENSP00000169298	ST6GAL1	DOID:1749	Squamous cell carcinoma	TIGA	MeanRankScore = 76	1.655
ENSP00000169298	ST6GAL1	DOID:2986	IgA glomerulonephritis	TIGA	MeanRankScore = 51	1.244
ENSP00000169298	ST6GAL1	DOID:409	Liver disease	TIGA	MeanRankScore = 47	1.175
ENSP00000169298	ST6GAL1	DOID:9351	Diabetes mellitus	TIGA	MeanRankScore = 17	0.711
ENSP00000170150	BPIFB2	DOID:2513	Basal cell carcinoma	TIGA	MeanRankScore = 18	0.716
ENSP00000170150	BPIFB2	DOID:3451	Skin carcinoma	TIGA	MeanRankScore = 59	1.372
ENSP00000170447	MKRN2	DOID:0080208	non-alcoholic fatty liver disease	TIGA	MeanRankScore = 34	0.973
ENSP00000170447	MKRN2	DOID:3083	Chronic obstructive pulmonary disease	TIGA	MeanRankScore = 39	1.056
ENSP00000170564	GPATCH1	DOID:0050860	Colorectal adenoma	TIGA	MeanRankScore = 76	1.654
ENSP00000170564	GPATCH1	DOID:9256	Colorectal cancer	TIGA	MeanRankScore = 98	2.039
ENSP00000171757	P2RY10	DOID:1459	Hypothyroidism	TIGA	MeanRankScore = 9	0.585
ENSP00000171887	TNS1	DOID:114	Heart disease	TIGA	MeanRankScore = 84	1.779
ENSP00000171887	TNS1	DOID:3083	Chronic obstructive pulmonary disease	TIGA	MeanRankScore = 88	1.861
ENSP00000171887	TNS1	DOID:5844	Myocardial infarction	TIGA	MeanRankScore = 30	0.903
ENSP00000172229	NGFR	DOID:114	Heart disease	TIGA	MeanRankScore = 86	1.817
ENSP00000173229	NTN1	DOID:0080001	Bone disease	TIGA	MeanRankScore = 31	0.922
ENSP00000173229	NTN1	DOID:1459	Hypothyroidism	TIGA	MeanRankScore = 53	1.263
ENSP00000173229	NTN1	DOID:7188	Autoimmune thyroiditis	TIGA	MeanRankScore = 48	1.193
ENSP00000173229	NTN1	DOID:9296	Cleft lip	TIGA	MeanRankScore = 96	2.009
ENSP00000173527	ISOC1	DOID:0060224	Atrial fibrillation	TIGA	MeanRankScore = 62	1.408
ENSP00000173898	TRO	DOID:535	Sleep disorder	TIGA	MeanRankScore = 27	0.867
ENSP00000174618	MNT	DOID:0060041	Autism spectrum disorder	TIGA	MeanRankScore = 36	1.001
ENSP00000174618	MNT	DOID:1094	Attention deficit hyperactivity disorder	TIGA	MeanRankScore = 54	1.285
ENSP00000174618	MNT	DOID:114	Heart disease	TIGA	MeanRankScore = 86	1.824
ENSP00000174618	MNT	DOID:535	Sleep disorder	TIGA	MeanRankScore = 40	1.070
ENSP00000176183	DRD4	DOID:1459	Hypothyroidism	TIGA	MeanRankScore = 16	0.695
ENSP00000176183	DRD4	DOID:418	Systemic scleroderma	TIGA	MeanRankScore = 63	1.433
ENSP00000176183	DRD4	DOID:633	Myositis	TIGA	MeanRankScore = 15	0.670
ENSP00000176183	DRD4	DOID:7148	Rheumatoid arthritis	TIGA	MeanRankScore = 15	0.670
ENSP00000176195	SCT	DOID:1459	Hypothyroidism	TIGA	MeanRankScore = 16	0.695
ENSP00000176195	SCT	DOID:418	Systemic scleroderma	TIGA	MeanRankScore = 63	1.433
ENSP00000176195	SCT	DOID:633	Myositis	TIGA	MeanRankScore = 15	0.670
ENSP00000176195	SCT	DOID:7148	Rheumatoid arthritis	TIGA	MeanRankScore = 15	0.670
ENSP00000177694	TBX21	DOID:1459	Hypothyroidism	TIGA	MeanRankScore = 28	0.885
ENSP00000177694	TBX21	DOID:7188	Autoimmune thyroiditis	TIGA	MeanRankScore = 72	1.584
ENSP00000178638	CA12	DOID:216	Dental caries	TIGA	MeanRankScore = 91	1.915
ENSP00000178640	MAP2K5	DOID:0050425	Restless legs syndrome	TIGA	MeanRankScore = 98	2.042
ENSP00000178640	MAP2K5	DOID:1094	Attention deficit hyperactivity disorder	TIGA	MeanRankScore = 45	1.142
ENSP00000178640	MAP2K5	DOID:535	Sleep disorder	TIGA	MeanRankScore = 16	0.695
ENSP00000178640	MAP2K5	DOID:9256	Colorectal cancer	TIGA	MeanRankScore = 23	0.801
ENSP00000179259	TIGAR	DOID:0050860	Colorectal adenoma	TIGA	MeanRankScore = 86	1.816
ENSP00000179259	TIGAR	DOID:824	Periodontitis	TIGA	MeanRankScore = 50	1.217
ENSP00000179259	TIGAR	DOID:8893	Psoriasis	TIGA	MeanRankScore = 41	1.088
ENSP00000179259	TIGAR	DOID:9256	Colorectal cancer	TIGA	MeanRankScore = 97	2.032
ENSP00000180166	FGF20	DOID:3083	Chronic obstructive pulmonary disease	TIGA	MeanRankScore = 48	1.185
ENSP00000180173	MTMR7	DOID:11949	Creutzfeldt-Jakob disease	TIGA	MeanRankScore = 44	1.128
ENSP00000182290	TSPAN32	DOID:10286	Prostate carcinoma	TIGA	MeanRankScore = 95	1.987
ENSP00000182290	TSPAN32	DOID:1040	Chronic lymphocytic leukemia	TIGA	MeanRankScore = 77	1.660
ENSP00000182290	TSPAN32	DOID:418	Systemic scleroderma	TIGA	MeanRankScore = 15	0.675
ENSP00000182527	TRAM2	DOID:3310	Atopic dermatitis	TIGA	MeanRankScore = 45	1.139
ENSP00000185150	ERLEC1	DOID:1595	Endogenous depression	TIGA	MeanRankScore = 27	0.862
ENSP00000185206	CLIC5	DOID:3083	Chronic obstructive pulmonary disease	TIGA	MeanRankScore = 54	1.281
ENSP00000185206	CLIC5	DOID:9256	Colorectal cancer	TIGA	MeanRankScore = 27	0.856
ENSP00000186436	TMEM131	DOID:535	Sleep disorder	TIGA	MeanRankScore = 55	1.301
ENSP00000188790	FAP	DOID:114	Heart disease	TIGA	MeanRankScore = 87	1.847
ENSP00000188790	FAP	DOID:12306	Vitiligo	TIGA	MeanRankScore = 48	1.193
ENSP00000188790	FAP	DOID:1459	Hypothyroidism	TIGA	MeanRankScore = 34	0.976
ENSP00000188790	FAP	DOID:7188	Autoimmune thyroiditis	TIGA	MeanRankScore = 82	1.752
ENSP00000188790	FAP	DOID:8577	Ulcerative colitis	TIGA	MeanRankScore = 9	0.589
ENSP00000188790	FAP	DOID:8893	Psoriasis	TIGA	MeanRankScore = 94	1.958
ENSP00000188790	FAP	DOID:9008	Psoriatic arthritis	TIGA	MeanRankScore = 36	0.998
ENSP00000190165	DMRT3	DOID:3083	Chronic obstructive pulmonary disease	TIGA	MeanRankScore = 49	1.201
ENSP00000190165	DMRT3	DOID:5557	Testicular germ cell cancer	TIGA	MeanRankScore = 98	2.034
ENSP00000192314	GAL3ST2	DOID:2841	Asthma	TIGA	MeanRankScore = 88	1.861
ENSP00000192314	GAL3ST2	DOID:4481	Allergic rhinitis	TIGA	MeanRankScore = 91	1.911
ENSP00000192314	GAL3ST2	DOID:8778	Crohn's disease	TIGA	MeanRankScore = 40	1.067
ENSP00000192788	UHRF1BP1	DOID:10286	Prostate carcinoma	TIGA	MeanRankScore = 29	0.889
ENSP00000192788	UHRF1BP1	DOID:114	Heart disease	TIGA	MeanRankScore = 43	1.106
ENSP00000192788	UHRF1BP1	DOID:535	Sleep disorder	TIGA	MeanRankScore = 80	1.721
ENSP00000193322	OSTM1	DOID:8893	Psoriasis	TIGA	MeanRankScore = 40	1.066
ENSP00000193391	IMPG2	DOID:0050589	Inflammatory bowel disease	TIGA	MeanRankScore = 27	0.862
ENSP00000194530	STRADB	DOID:1909	Melanoma	TIGA	MeanRankScore = 55	1.303
ENSP00000194530	STRADB	DOID:2513	Basal cell carcinoma	TIGA	MeanRankScore = 98	2.042
ENSP00000194530	STRADB	DOID:3459	Breast carcinoma	TIGA	MeanRankScore = 81	1.733
ENSP00000194530	STRADB	DOID:3748	Esophagus squamous cell carcinoma	TIGA	MeanRankScore = 72	1.581
ENSP00000194530	STRADB	DOID:7148	Rheumatoid arthritis	TIGA	MeanRankScore = 48	1.193
ENSP00000194530	STRADB	DOID:809	Cocaine abuse	TIGA	MeanRankScore = 36	1.010
ENSP00000196061	PLOD1	DOID:10763	Hypertension	TIGA	MeanRankScore = 11	0.610
ENSP00000196061	PLOD1	DOID:8893	Psoriasis	TIGA	MeanRankScore = 67	1.497
ENSP00000198536	PILRA	DOID:10871	Age related macular degeneration	TIGA	MeanRankScore = 46	1.154
ENSP00000198536	PILRA	DOID:10873	Kuhnt-Junius degeneration	TIGA	MeanRankScore = 46	1.154
ENSP00000198767	RRN3	DOID:535	Sleep disorder	TIGA	MeanRankScore = 32	0.947
ENSP00000199280	AQP2	DOID:4481	Allergic rhinitis	TIGA	MeanRankScore = 43	1.112
ENSP00000199320	DIMT1	DOID:535	Sleep disorder	TIGA	MeanRankScore = 6	0.533
ENSP00000199447	NME8	DOID:1405	Primary angle-closure glaucoma	TIGA	MeanRankScore = 81	1.737
ENSP00000199447	NME8	DOID:8536	Herpes zoster	TIGA	MeanRankScore = 43	1.114
ENSP00000199447	NME8	DOID:8936	Plantar fascial fibromatosis	TIGA	MeanRankScore = 98	2.041
ENSP00000199448	EPDR1	DOID:1405	Primary angle-closure glaucoma	TIGA	MeanRankScore = 81	1.737
ENSP00000199448	EPDR1	DOID:8536	Herpes zoster	TIGA	MeanRankScore = 43	1.114
ENSP00000199448	EPDR1	DOID:8936	Plantar fascial fibromatosis	TIGA	MeanRankScore = 98	2.041
ENSP00000199708	HBQ1	DOID:0050156	Idiopathic pulmonary fibrosis	TIGA	MeanRankScore = 67	1.506
ENSP00000199936	HSD17B2	DOID:10286	Prostate carcinoma	TIGA	MeanRankScore = 5	0.519
ENSP00000199936	HSD17B2	DOID:8923	Skin melanoma	TIGA	MeanRankScore = 7	0.555
ENSP00000200135	ZW10	DOID:1040	Chronic lymphocytic leukemia	TIGA	MeanRankScore = 11	0.622
ENSP00000200135	ZW10	DOID:1094	Attention deficit hyperactivity disorder	TIGA	MeanRankScore = 54	1.279
ENSP00000200457	TRIP6	DOID:0050589	Inflammatory bowel disease	TIGA	MeanRankScore = 44	1.126
ENSP00000200457	TRIP6	DOID:10763	Hypertension	TIGA	MeanRankScore = 38	1.031
ENSP00000200457	TRIP6	DOID:8778	Crohn's disease	TIGA	MeanRankScore = 27	0.862
ENSP00000200652	SLC22A4	DOID:10941	Intracranial aneurysm	TIGA	MeanRankScore = 59	1.373
ENSP00000200652	SLC22A4	DOID:114	Heart disease	TIGA	MeanRankScore = 47	1.180
ENSP00000200652	SLC22A4	DOID:13375	Temporal arteritis	TIGA	MeanRankScore = 45	1.143
ENSP00000200652	SLC22A4	DOID:2163	Nasal cavity disease	TIGA	MeanRankScore = 38	1.037
ENSP00000200652	SLC22A4	DOID:2841	Asthma	TIGA	MeanRankScore = 65	1.466
